subject,channel,condition,value
sub-11,E83,post,9.5515
sub-11,E84,pre,6.232
sub-11,E84,post,10.3321
sub-11,E85,pre,8.8347
sub-11,E85,post,7.7546
sub-11,E86,pre,8.4558
sub-11,E86,post,8.069
sub-11,E87,pre,6.0199
sub-11,E87,post,8.9964
sub-11,E88,pre,7.8994
sub-11,E88,post,10.7209
sub-11,E89,pre,9.673
sub-11,E89,post,9.3446
sub-11,E90,pre,7.1881
sub-11,E90,post,9.5652
sub-11,E91,pre,7.3122
sub-11,E91,post,11.1813
sub-11,E92,pre,7.0136
sub-11,E92,post,10.1056
sub-11,E93,pre,7.9312
sub-11,E93,post,9.645
sub-11,E94,pre,7.3557
sub-11,E94,post,7.5745
sub-11,E95,pre,11.3579
sub-11,E95,post,10.3655
sub-11,E96,pre,7.5982
sub-11,E96,post,9.9326
sub-11,E97,pre,9.8642
sub-11,E97,post,7.9808
sub-11,E98,pre,7.5747
sub-11,E98,post,8.796
sub-11,E99,pre,6.5086
sub-11,E99,post,10.1837
sub-11,E100,pre,10.7139
sub-11,E100,post,7.8941
sub-11,E101,pre,6.5638
sub-11,E101,post,8.9706
sub-11,E102,pre,9.7296
sub-11,E102,post,10.7963
sub-11,E103,pre,8.9269
sub-11,E103,post,8.44
sub-11,E104,pre,9.3445
sub-11,E104,post,10.0472
sub-11,E105,pre,10.1357
sub-11,E105,post,10.07
sub-11,E106,pre,10.0637
sub-11,E106,post,6.5665
sub-11,E107,pre,7.789
sub-11,E107,post,7.6403
sub-11,E108,pre,8.4239
sub-11,E108,post,7.3433
sub-11,E109,pre,10.365
sub-11,E109,post,11.2453
sub-11,E110,pre,9.3707
sub-11,E110,post,8.007
sub-11,E111,pre,8.4574
sub-11,E111,post,10.9587
sub-11,E112,pre,10.3918
sub-11,E112,post,11.3428
sub-11,E113,pre,6.4505
sub-11,E113,post,8.1841
sub-11,E114,pre,6.5807
sub-11,E114,post,9.8588
sub-11,E115,pre,5.9254
sub-11,E115,post,8.2108
sub-11,E116,pre,8.0082
sub-11,E116,post,10.1278
sub-11,E117,pre,9.5212
sub-11,E117,post,8.4958
sub-11,E118,pre,6.4495
sub-11,E118,post,6.5591
sub-11,E119,pre,10.0715
sub-11,E119,post,6.8625
sub-11,E120,pre,7.2963
sub-11,E120,post,10.162
sub-11,E121,pre,6.6162
sub-11,E121,post,9.3408
sub-11,E122,pre,9.0898
sub-11,E122,post,7.8556
sub-11,E123,pre,8.1654
sub-11,E123,post,9.8789
sub-11,E124,pre,8.8217
sub-11,E124,post,9.6562
sub-11,E125,pre,7.0451
sub-11,E125,post,7.7943
sub-11,E126,pre,10.6948
sub-11,E126,post,6.7623
sub-11,E127,pre,7.9965
sub-11,E127,post,7.2716
sub-11,E128,pre,6.7348
sub-11,E128,post,7.4638
sub-11,E129,pre,5.9493
sub-11,E129,post,6.8676
sub-11,E130,pre,6.9772
sub-11,E130,post,9.2857
sub-11,E131,pre,8.3393
sub-11,E131,post,9.4024
sub-11,E132,pre,6.5447
sub-11,E132,post,10.0284
sub-11,E133,pre,10.0858
sub-11,E133,post,8.185
sub-11,E134,pre,6.3987
sub-11,E134,post,10.0074
sub-11,E135,pre,8.6188
sub-11,E135,post,8.4535
sub-11,E136,pre,9.8785
sub-11,E136,post,9.9348
sub-11,E137,pre,8.2041
sub-11,E137,post,10.471
sub-11,E138,pre,10.3803
sub-11,E138,post,10.067
sub-11,E139,pre,7.1391
sub-11,E139,post,9.4477
sub-11,E140,pre,8.0588
sub-11,E140,post,6.7472
sub-11,E141,pre,9.4679
sub-11,E141,post,10.1247
sub-11,E142,pre,8.9827
sub-11,E142,post,7.3891
sub-11,E143,pre,9.4959
sub-11,E143,post,9.3014
sub-11,E144,pre,8.1743
sub-11,E144,post,6.0951
sub-11,E145,pre,6.2541
sub-11,E145,post,6.7474
sub-11,E146,pre,10.7642
sub-11,E146,post,8.8613
sub-11,E147,pre,9.1083
sub-11,E147,post,9.0862
sub-11,E148,pre,9.6256
sub-11,E148,post,7.3129
sub-11,E149,pre,6.7569
sub-11,E149,post,6.5918
sub-11,E150,pre,6.6338
sub-11,E150,post,7.995
sub-11,E151,pre,10.1086
sub-11,E151,post,6.3605
sub-11,E152,pre,7.0795
sub-11,E152,post,10.1343
sub-11,E153,pre,5.7977
sub-11,E153,post,9.5681
sub-11,E154,pre,6.6607
sub-11,E154,post,8.3145
sub-11,E155,pre,7.9085
sub-11,E155,post,10.7466
sub-11,E156,pre,8.8074
sub-11,E156,post,7.5451
sub-11,E157,pre,11.1892
sub-11,E157,post,8.8986
sub-11,E158,pre,8.8803
sub-11,E158,post,7.3434
sub-11,E159,pre,6.966
sub-11,E159,post,10.0693
sub-11,E160,pre,8.5253
sub-11,E160,post,6.7457
sub-11,E161,pre,7.1634
sub-11,E161,post,8.6062
sub-11,E162,pre,6.1502
sub-11,E162,post,7.1359
sub-11,E163,pre,6.5839
sub-11,E163,post,6.5929
sub-11,E164,pre,10.3908
sub-11,E164,post,9.1797
sub-11,E165,pre,11.542
sub-11,E165,post,9.9036
sub-11,E166,pre,7.4656
sub-11,E166,post,10.7829
sub-11,E167,pre,7.8259
sub-11,E167,post,7.0327
sub-11,E168,pre,9.5363
sub-11,E168,post,8.0587
sub-11,E169,pre,7.8581
sub-11,E169,post,9.5836
sub-11,E170,pre,8.2444
sub-11,E170,post,10.5032
sub-11,E171,pre,6.1849
sub-11,E171,post,9.6092
sub-11,E172,pre,7.4438
sub-11,E172,post,7.8372
sub-11,E173,pre,7.8235
sub-11,E173,post,8.995
sub-11,E174,pre,8.7125
sub-11,E174,post,10.4798
sub-11,E175,pre,7.735
sub-11,E175,post,8.506
sub-11,E176,pre,10.6977
sub-11,E176,post,6.0721
sub-11,E177,pre,10.5204
sub-11,E177,post,8.4112
sub-11,E178,pre,7.5803
sub-11,E178,post,6.2124
sub-11,E179,pre,7.8813
sub-11,E179,post,10.6521
sub-11,E180,pre,10.2474
sub-11,E180,post,8.121
sub-11,E181,pre,6.6557
sub-11,E181,post,6.6489
sub-11,E182,pre,6.6644
sub-11,E182,post,7.4505
sub-11,E183,pre,7.4093
sub-11,E183,post,8.7608
sub-11,E184,pre,10.4074
sub-11,E184,post,6.8869
sub-11,E185,pre,7.6
sub-11,E185,post,10.2974
sub-11,E186,pre,10.3769
sub-11,E186,post,6.8747
sub-11,E187,pre,7.3869
sub-11,E187,post,9.1102
sub-11,E188,pre,9.81
sub-11,E188,post,6.1875
sub-11,E189,pre,7.5377
sub-11,E189,post,7.988
sub-11,E190,pre,9.9177
sub-11,E190,post,7.9141
sub-11,E191,pre,5.4454
sub-11,E191,post,7.806
sub-11,E192,pre,8.5905
sub-11,E192,post,9.0046
sub-11,E193,pre,8.8788
sub-11,E193,post,10.9234
sub-11,E194,pre,9.8662
sub-11,E194,post,10.1048
sub-11,E195,pre,9.7153
sub-11,E195,post,11.6299
sub-11,E196,pre,8.2593
sub-11,E196,post,7.4889
sub-11,E197,pre,10.0517
sub-11,E197,post,9.6092
sub-11,E198,pre,7.3684
sub-11,E198,post,8.3079
sub-11,E199,pre,8.352
sub-11,E199,post,6.2974
sub-11,E200,pre,10.5368
sub-11,E200,post,6.4901
sub-11,E201,pre,6.9098
sub-11,E201,post,6.73
sub-11,E202,pre,8.2457
sub-11,E202,post,9.284
sub-11,E203,pre,7.6598
sub-11,E203,post,10.2882
sub-11,E204,pre,10.0372
sub-11,E204,post,7.2029
sub-11,E205,pre,9.6365
sub-11,E205,post,10.8504
sub-11,E206,pre,10.6484
sub-11,E206,post,7.5125
sub-11,E207,pre,7.1811
sub-11,E207,post,7.6517
sub-11,E208,pre,10.7099
sub-11,E208,post,7.1145
sub-11,E209,pre,10.8553
sub-11,E209,post,8.5591
sub-11,E210,pre,8.1722
sub-11,E210,post,9.6721
sub-11,E211,pre,8.1441
sub-11,E211,post,7.906
sub-11,E212,pre,9.7626
sub-11,E212,post,6.1544
sub-11,E213,pre,10.1818
sub-11,E213,post,7.1677
sub-11,E214,pre,8.6888
sub-11,E214,post,9.2675
sub-11,E215,pre,6.9422
sub-11,E215,post,10.9131
sub-11,E216,pre,7.229
sub-11,E216,post,6.5125
sub-11,E217,pre,10.4724
sub-11,E217,post,8.4569
sub-11,E218,pre,10.7072
sub-11,E218,post,10.1612
sub-11,E219,pre,7.8072
sub-11,E219,post,11.3022
sub-11,E220,pre,7.6152
sub-11,E220,post,8.0236
sub-11,E221,pre,9.3024
sub-11,E221,post,7.6819
sub-11,E222,pre,8.9069
sub-11,E222,post,6.7237
sub-11,E223,pre,9.6959
sub-11,E223,post,6.1904
sub-11,E224,pre,9.5179
sub-11,E224,post,8.0717
sub-11,E225,pre,7.1609
sub-11,E225,post,10.9802
sub-11,E226,pre,10.1278
sub-11,E226,post,6.9843
sub-11,E227,pre,7.0098
sub-11,E227,post,8.6857
sub-11,E228,pre,10.2994
sub-11,E228,post,7.0804
sub-11,E229,pre,7.832
sub-11,E229,post,10.6182
sub-11,E230,pre,11.1889
sub-11,E230,post,6.8535
sub-11,E231,pre,8.365
sub-11,E231,post,6.5298
sub-11,E232,pre,7.2355
sub-11,E232,post,11.7158
sub-11,E233,pre,10.3772
sub-11,E233,post,9.741
sub-11,E234,pre,9.3189
sub-11,E234,post,9.4868
sub-11,E235,pre,10.1448
sub-11,E235,post,6.2714
sub-11,E236,pre,8.9655
sub-11,E236,post,9.479
sub-11,E237,pre,10.3371
sub-11,E237,post,7.0587
sub-11,E238,pre,11.1499
sub-11,E238,post,7.5662
sub-11,E239,pre,8.6546
sub-11,E239,post,11.07
sub-11,E240,pre,7.0981
sub-11,E240,post,9.4718
sub-11,E241,pre,9.8636
sub-11,E241,post,9.1214
sub-11,E242,pre,10.1138
sub-11,E242,post,6.9728
sub-11,E243,pre,8.7684
sub-11,E243,post,10.5447
sub-11,E244,pre,8.6528
sub-11,E244,post,6.9677
sub-11,E245,pre,7.0182
sub-11,E245,post,6.474
sub-11,E246,pre,7.7998
sub-11,E246,post,9.0476
sub-11,E247,pre,9.0227
sub-11,E247,post,9.9641
sub-11,E248,pre,6.854
sub-11,E248,post,8.8864
sub-11,E249,pre,7.7205
sub-11,E249,post,10.1665
sub-11,E250,pre,10.4807
sub-11,E250,post,7.2944
sub-11,E251,pre,8.6289
sub-11,E251,post,9.2006
sub-11,E252,pre,8.5278
sub-11,E252,post,6.2481
sub-11,E253,pre,10.6374
sub-11,E253,post,6.4448
sub-11,E254,pre,6.1378
sub-11,E254,post,8.3344
sub-11,E255,pre,7.943
sub-11,E255,post,8.5887
sub-11,E256,pre,10.4613
sub-11,E256,post,8.6501
sub-12,FidNz,pre,11.3389
sub-12,FidNz,post,8.2482
sub-12,FidT9,pre,8.8138
sub-12,FidT9,post,10.0488
sub-12,FidT10,pre,10.1297
sub-12,FidT10,post,11.5058
sub-12,E1,pre,11.9216
sub-12,E1,post,12.1767
sub-12,E2,pre,10.6303
sub-12,E2,post,13.5492
sub-12,E3,pre,11.9754
sub-12,E3,post,13.2604
sub-12,E4,pre,12.3418
sub-12,E4,post,11.7138
sub-12,E5,pre,9.5295
sub-12,E5,post,10.1825
sub-12,E6,pre,9.9022
sub-12,E6,post,11.219
sub-12,E7,pre,7.7166
sub-12,E7,post,11.503
sub-12,E8,pre,11.1855
sub-12,E8,post,14.0
sub-12,E9,pre,8.962
sub-12,E9,post,10.2339
sub-12,E10,pre,9.1871
sub-12,E10,post,14.0
sub-12,E11,pre,8.1115
sub-12,E11,post,12.1263
sub-12,E12,pre,7.9413
sub-12,E12,post,10.7842
sub-12,E13,pre,10.1511
sub-12,E13,post,10.1159
sub-12,E14,pre,7.2635
sub-12,E14,post,14.0
sub-12,E15,pre,12.0123
sub-12,E15,post,11.5762
sub-12,E16,pre,9.4454
sub-12,E16,post,13.8358
sub-12,E17,pre,8.2674
sub-12,E17,post,9.9554
sub-12,E18,pre,8.7011
sub-12,E18,post,14.0
sub-12,E19,pre,9.4161
sub-12,E19,post,13.5059
sub-12,E20,pre,8.435
sub-12,E20,post,10.3991
sub-12,E21,pre,12.2528
sub-12,E21,post,9.3818
sub-12,E22,pre,9.6172
sub-12,E22,post,12.7895
sub-12,E23,pre,10.7993
sub-12,E23,post,12.9144
sub-12,E24,pre,11.3429
sub-12,E24,post,10.8747
sub-12,E25,pre,11.9871
sub-12,E25,post,12.2324
sub-12,E26,pre,10.3554
sub-12,E26,post,14.0
sub-12,E27,pre,8.8553
sub-12,E27,post,14.0
sub-12,E28,pre,11.5212
sub-12,E28,post,13.7469
sub-12,E29,pre,7.158
sub-12,E29,post,11.8611
sub-12,E30,pre,11.8181
sub-12,E30,post,14.0
sub-12,E31,pre,11.2214
sub-12,E31,post,11.4814
sub-12,E32,pre,6.9004
sub-12,E32,post,11.6301
sub-12,E33,pre,8.313
sub-12,E33,post,13.9528
sub-12,E34,pre,8.5084
sub-12,E34,post,13.9276
sub-12,E35,pre,10.1316
sub-12,E35,post,13.7975
sub-12,E36,pre,7.8848
sub-12,E36,post,13.8882
sub-12,E37,pre,7.6071
sub-12,E37,post,10.5349
sub-12,E38,pre,11.0154
sub-12,E38,post,14.0
sub-12,E39,pre,7.6526
sub-12,E39,post,12.9146
sub-12,E40,pre,10.682
sub-12,E40,post,11.889
sub-12,E41,pre,7.6672
sub-12,E41,post,10.2043
sub-12,E42,pre,8.3233
sub-12,E42,post,10.5859
sub-12,E43,pre,11.4714
sub-12,E43,post,7.3833
sub-12,E44,pre,11.6061
sub-12,E44,post,8.6384
sub-12,E45,pre,12.4071
sub-12,E45,post,9.6226
sub-12,E46,pre,9.7463
sub-12,E46,post,7.7776
sub-12,E47,pre,12.2275
sub-12,E47,post,8.538
sub-12,E48,pre,7.9035
sub-12,E48,post,6.8858
sub-12,E49,pre,10.6943
sub-12,E49,post,11.8229
sub-12,E50,pre,9.5961
sub-12,E50,post,8.8173
sub-12,E51,pre,10.1191
sub-12,E51,post,11.4259
sub-12,E52,pre,10.6659
sub-12,E52,post,12.0417
sub-12,E53,pre,8.9676
sub-12,E53,post,11.6168
sub-12,E54,pre,8.8725
sub-12,E54,post,11.8776
sub-12,E55,pre,12.4475
sub-12,E55,post,8.7507
sub-12,E56,pre,12.2689
sub-12,E56,post,11.2849
sub-12,E57,pre,8.3554
sub-12,E57,post,10.8243
sub-12,E58,pre,10.665
sub-12,E58,post,10.302
sub-12,E59,pre,9.7844
sub-12,E59,post,10.3292
sub-12,E60,pre,9.0856
sub-12,E60,post,8.7809
sub-12,E61,pre,9.9772
sub-12,E61,post,9.9724
sub-12,E62,pre,11.0587
sub-12,E62,post,7.4602
sub-12,E63,pre,10.9683
sub-12,E63,post,10.2228
sub-12,E64,pre,10.6877
sub-12,E64,post,9.5737
sub-12,E65,pre,12.2996
sub-12,E65,post,8.4446
sub-12,E66,pre,10.1397
sub-12,E66,post,8.419
sub-12,E67,pre,12.0911
sub-12,E67,post,8.0809
sub-12,E68,pre,8.5663
sub-12,E68,post,7.0279
sub-12,E69,pre,8.8547
sub-12,E69,post,7.6614
sub-12,E70,pre,9.7338
sub-12,E70,post,10.7368
sub-12,E71,pre,10.1428
sub-12,E71,post,10.9293
sub-12,E72,pre,10.6133
sub-12,E72,post,9.8411
sub-12,E73,pre,12.3881
sub-12,E73,post,10.5274
sub-12,E74,pre,9.0975
sub-12,E74,post,10.5417
sub-12,E75,pre,7.2827
sub-12,E75,post,8.5792
sub-12,E76,pre,9.8128
sub-12,E76,post,8.2372
sub-12,E77,pre,12.1208
sub-12,E77,post,10.3577
sub-12,E78,pre,9.7577
sub-12,E78,post,7.2404
sub-12,E79,pre,7.7274
sub-12,E79,post,9.2974
sub-12,E80,pre,10.3304
sub-12,E80,post,7.7081
sub-12,E81,pre,12.0675
sub-12,E81,post,10.3586
sub-12,E82,pre,8.2346
sub-12,E82,post,10.3966
sub-12,E83,pre,8.969
sub-12,E83,post,11.6032
sub-12,E84,pre,9.8994
sub-12,E84,post,11.4866
sub-12,E85,pre,8.2028
sub-12,E85,post,8.0596
sub-12,E86,pre,7.5134
sub-12,E86,post,10.0075
sub-12,E87,pre,11.2512
sub-12,E87,post,8.7735
sub-12,E88,pre,7.7608
sub-12,E88,post,9.4512
sub-12,E89,pre,10.0134
sub-12,E89,post,11.9826
sub-12,E90,pre,11.8897
sub-12,E90,post,9.9866
sub-12,E91,pre,7.3248
sub-12,E91,post,9.5152
sub-12,E92,pre,8.0371
sub-12,E92,post,10.9278
sub-12,E93,pre,8.473
sub-12,E93,post,11.2644
sub-12,E94,pre,11.7271
sub-12,E94,post,10.717
sub-12,E95,pre,9.8772
sub-12,E95,post,10.5955
sub-12,E96,pre,9.5629
sub-12,E96,post,9.3471
sub-12,E97,pre,7.7459
sub-12,E97,post,8.3429
sub-12,E98,pre,11.9765
sub-12,E98,post,9.3869
sub-12,E99,pre,7.5888
sub-12,E99,post,7.9913
sub-12,E100,pre,8.414
sub-12,E100,post,11.8459
sub-12,E101,pre,10.6562
sub-12,E101,post,9.7994
sub-12,E102,pre,9.3835
sub-12,E102,post,10.7853
sub-12,E103,pre,10.2055
sub-12,E103,post,10.6971
sub-12,E104,pre,8.9693
sub-12,E104,post,8.3958
sub-12,E105,pre,11.337
sub-12,E105,post,11.5786
sub-12,E106,pre,7.7939
sub-12,E106,post,8.7566
sub-12,E107,pre,7.8415
sub-12,E107,post,12.098
sub-12,E108,pre,7.4647
sub-12,E108,post,8.1179
sub-12,E109,pre,6.8729
sub-12,E109,post,11.4054
sub-12,E110,pre,11.5567
sub-12,E110,post,6.9589
sub-12,E111,pre,11.4871
sub-12,E111,post,12.2526
sub-12,E112,pre,9.0147
sub-12,E112,post,11.3447
sub-12,E113,pre,8.8348
sub-12,E113,post,10.9466
sub-12,E114,pre,9.853
sub-12,E114,post,11.319
sub-12,E115,pre,11.608
sub-12,E115,post,10.8977
sub-12,E116,pre,9.0356
sub-12,E116,post,9.0243
sub-12,E117,pre,11.6072
sub-12,E117,post,9.9647
sub-12,E118,pre,8.8984
sub-12,E118,post,10.4011
sub-12,E119,pre,8.0509
sub-12,E119,post,10.124
sub-12,E120,pre,10.0856
sub-12,E120,post,8.5597
sub-12,E121,pre,8.8362
sub-12,E121,post,10.9583
sub-12,E122,pre,9.7234
sub-12,E122,post,8.4656
sub-12,E123,pre,7.9773
sub-12,E123,post,11.4947
sub-12,E124,pre,10.0489
sub-12,E124,post,9.7649
sub-12,E125,pre,10.0873
sub-12,E125,post,8.2892
sub-12,E126,pre,8.3128
sub-12,E126,post,11.2031
sub-12,E127,pre,10.2202
sub-12,E127,post,9.3341
sub-12,E128,pre,6.8533
sub-12,E128,post,11.3161
sub-12,E129,pre,8.2673
sub-12,E129,post,8.8048
sub-12,E130,pre,9.1423
sub-12,E130,post,12.1877
sub-12,E131,pre,8.0654
sub-12,E131,post,10.2828
sub-12,E132,pre,8.8274
sub-12,E132,post,7.6867
sub-12,E133,pre,10.6126
sub-12,E133,post,9.5169
sub-12,E134,pre,8.505
sub-12,E134,post,9.9189
sub-12,E135,pre,12.1559
sub-12,E135,post,7.6185
sub-12,E136,pre,9.5844
sub-12,E136,post,10.0059
sub-12,E137,pre,9.5005
sub-12,E137,post,8.366
sub-12,E138,pre,9.1049
sub-12,E138,post,10.0124
sub-12,E139,pre,7.7542
sub-12,E139,post,8.2785
sub-12,E140,pre,7.2366
sub-12,E140,post,10.1113
sub-12,E141,pre,10.477
sub-12,E141,post,8.6654
sub-12,E142,pre,10.5931
sub-12,E142,post,10.2671
sub-12,E143,pre,11.9061
sub-12,E143,post,9.2411
sub-12,E144,pre,9.886
sub-12,E144,post,9.0044
sub-12,E145,pre,7.6207
sub-12,E145,post,11.5858
sub-12,E146,pre,8.9829
sub-12,E146,post,7.2472
sub-12,E147,pre,9.555
sub-12,E147,post,10.8087
sub-12,E148,pre,9.1924
sub-12,E148,post,11.3819
sub-12,E149,pre,9.6435
sub-12,E149,post,9.6264
sub-12,E150,pre,8.8539
sub-12,E150,post,8.7295
sub-12,E151,pre,10.3884
sub-12,E151,post,7.8014
sub-12,E152,pre,8.2965
sub-12,E152,post,11.6915
sub-12,E153,pre,11.4342
sub-12,E153,post,9.6735
sub-12,E154,pre,10.1688
sub-12,E154,post,8.0164
sub-12,E155,pre,10.855
sub-12,E155,post,9.0954
sub-12,E156,pre,10.2793
sub-12,E156,post,7.4157
sub-12,E157,pre,7.4201
sub-12,E157,post,8.558
sub-12,E158,pre,9.4943
sub-12,E158,post,10.7492
sub-12,E159,pre,8.2937
sub-12,E159,post,10.657
sub-12,E160,pre,9.322
sub-12,E160,post,11.2219
sub-12,E161,pre,9.0179
sub-12,E161,post,11.0152
sub-12,E162,pre,9.2642
sub-12,E162,post,12.3482
sub-12,E163,pre,11.4856
sub-12,E163,post,10.487
sub-12,E164,pre,7.355
sub-12,E164,post,11.6229
sub-12,E165,pre,9.1372
sub-12,E165,post,12.0797
sub-12,E166,pre,8.5117
sub-12,E166,post,11.65
sub-12,E167,pre,10.4102
sub-12,E167,post,11.6342
sub-12,E168,pre,8.4769
sub-12,E168,post,7.5357
sub-12,E169,pre,8.155
sub-12,E169,post,9.4709
sub-12,E170,pre,7.6767
sub-12,E170,post,9.6469
sub-12,E171,pre,10.95
sub-12,E171,post,12.0185
sub-12,E172,pre,7.8326
sub-12,E172,post,9.3239
sub-12,E173,pre,9.186
sub-12,E173,post,9.1781
sub-12,E174,pre,11.1339
sub-12,E174,post,11.783
sub-12,E175,pre,7.9448
sub-12,E175,post,11.5056
sub-12,E176,pre,10.0369
sub-12,E176,post,11.631
sub-12,E177,pre,7.5134
sub-12,E177,post,7.8436
sub-12,E178,pre,7.5155
sub-12,E178,post,11.7326
sub-12,E179,pre,11.841
sub-12,E179,post,8.6367
sub-12,E180,pre,7.7836
sub-12,E180,post,10.3823
sub-12,E181,pre,11.7884
sub-12,E181,post,9.4219
sub-12,E182,pre,8.4296
sub-12,E182,post,8.8707
sub-12,E183,pre,9.8775
sub-12,E183,post,11.9586
sub-12,E184,pre,8.7178
sub-12,E184,post,9.4293
sub-12,E185,pre,11.2591
sub-12,E185,post,11.3079
sub-12,E186,pre,10.218
sub-12,E186,post,8.1148
sub-12,E187,pre,10.7619
sub-12,E187,post,7.1847
sub-12,E188,pre,9.3776
sub-12,E188,post,7.6575
sub-12,E189,pre,8.7239
sub-12,E189,post,11.0614
sub-12,E190,pre,9.2053
sub-12,E190,post,8.8799
sub-12,E191,pre,9.8755
sub-12,E191,post,9.5577
sub-12,E192,pre,12.1445
sub-12,E192,post,7.9746
sub-12,E193,pre,9.5643
sub-12,E193,post,7.588
sub-12,E194,pre,7.7359
sub-12,E194,post,7.5727
sub-12,E195,pre,11.3795
sub-12,E195,post,11.2666
sub-12,E196,pre,7.3627
sub-12,E196,post,11.3304
sub-12,E197,pre,7.7975
sub-12,E197,post,10.147
sub-12,E198,pre,11.3477
sub-12,E198,post,10.9114
sub-12,E199,pre,11.1122
sub-12,E199,post,8.589
sub-12,E200,pre,7.7923
sub-12,E200,post,12.0908
sub-12,E201,pre,8.5573
sub-12,E201,post,7.6419
sub-12,E202,pre,9.491
sub-12,E202,post,9.2245
sub-12,E203,pre,10.6996
sub-12,E203,post,8.6027
sub-12,E204,pre,11.2466
sub-12,E204,post,7.2279
sub-12,E205,pre,8.5634
sub-12,E205,post,8.6727
sub-12,E206,pre,11.4267
sub-12,E206,post,10.0629
sub-12,E207,pre,8.2925
sub-12,E207,post,8.9643
sub-12,E208,pre,10.3298
sub-12,E208,post,10.1148
sub-12,E209,pre,8.2582
sub-12,E209,post,8.9638
sub-12,E210,pre,9.7691
sub-12,E210,post,10.3906
sub-12,E211,pre,10.9041
sub-12,E211,post,7.4558
sub-12,E212,pre,10.404
sub-12,E212,post,9.8387
sub-12,E213,pre,11.1224
sub-12,E213,post,10.8807
sub-12,E214,pre,7.5424
sub-12,E214,post,10.0419
sub-12,E215,pre,10.4579
sub-12,E215,post,10.4435
sub-12,E216,pre,11.2774
sub-12,E216,post,9.3327
sub-12,E217,pre,9.4019
sub-12,E217,post,10.7205
sub-12,E218,pre,8.5417
sub-12,E218,post,10.5265
sub-12,E219,pre,9.0042
sub-12,E219,post,8.9877
sub-12,E220,pre,12.063
sub-12,E220,post,9.5197
sub-12,E221,pre,7.7116
sub-12,E221,post,10.754
sub-12,E222,pre,8.2212
sub-12,E222,post,9.1077
sub-12,E223,pre,9.1014
sub-12,E223,post,7.1741
sub-12,E224,pre,7.8892
sub-12,E224,post,9.99
sub-12,E225,pre,9.5468
sub-12,E225,post,8.3398
sub-12,E226,pre,9.5327
sub-12,E226,post,9.0892
sub-12,E227,pre,8.1856
sub-12,E227,post,9.4795
sub-12,E228,pre,11.6499
sub-12,E228,post,7.7124
sub-12,E229,pre,12.0105
sub-12,E229,post,7.5378
sub-12,E230,pre,8.134
sub-12,E230,post,7.8631
sub-12,E231,pre,9.249
sub-12,E231,post,7.2321
sub-12,E232,pre,10.5358
sub-12,E232,post,10.8038
sub-12,E233,pre,8.0619
sub-12,E233,post,8.8243
sub-12,E234,pre,11.5384
sub-12,E234,post,9.0658
sub-12,E235,pre,9.4366
sub-12,E235,post,9.2862
sub-12,E236,pre,8.0562
sub-12,E236,post,11.2484
sub-12,E237,pre,12.3909
sub-12,E237,post,11.4623
sub-12,E238,pre,8.5007
sub-12,E238,post,7.8173
sub-12,E239,pre,10.031
sub-12,E239,post,11.7233
sub-12,E240,pre,7.8885
sub-12,E240,post,10.8017
sub-12,E241,pre,6.8778
sub-12,E241,post,9.3356
sub-12,E242,pre,10.2522
sub-12,E242,post,7.5407
sub-12,E243,pre,11.3019
sub-12,E243,post,11.6387
sub-12,E244,pre,10.5567
sub-12,E244,post,10.6259
sub-12,E245,pre,11.6717
sub-12,E245,post,7.728
sub-12,E246,pre,8.4329
sub-12,E246,post,10.921
sub-12,E247,pre,8.7171
sub-12,E247,post,8.9535
sub-12,E248,pre,9.7741
sub-12,E248,post,11.2132
sub-12,E249,pre,10.392
sub-12,E249,post,8.0059
sub-12,E250,pre,8.0866
sub-12,E250,post,11.1061
sub-12,E251,pre,9.369
sub-12,E251,post,11.347
sub-12,E252,pre,7.7915
sub-12,E252,post,7.1976
sub-12,E253,pre,7.5485
sub-12,E253,post,9.4796
sub-12,E254,pre,10.3411
sub-12,E254,post,9.9879
sub-12,E255,pre,7.6884
sub-12,E255,post,8.5174
sub-12,E256,pre,9.2695
sub-12,E256,post,7.8173
sub-13,FidNz,pre,10.6507
sub-13,FidNz,post,9.7319
sub-13,FidT9,pre,10.1412
sub-13,FidT9,post,10.535
sub-13,FidT10,pre,8.8855
sub-13,FidT10,post,11.4328
sub-13,E1,pre,10.1428
sub-13,E1,post,13.086
sub-13,E2,pre,7.9867
sub-13,E2,post,9.228
sub-13,E3,pre,11.5983
sub-13,E3,post,10.2966
sub-13,E4,pre,9.5003
sub-13,E4,post,13.9808
sub-13,E5,pre,10.3571
sub-13,E5,post,11.095
sub-13,E6,pre,9.7907
sub-13,E6,post,10.4899
sub-13,E7,pre,10.7315
sub-13,E7,post,12.4094
sub-13,E8,pre,7.7134
sub-13,E8,post,10.5157
sub-13,E9,pre,10.3769
sub-13,E9,post,12.1038
sub-13,E10,pre,11.5686
sub-13,E10,post,12.9256
sub-13,E11,pre,7.4328
sub-13,E11,post,12.4292
sub-13,E12,pre,11.2951
sub-13,E12,post,13.2263
sub-13,E13,pre,8.6097
sub-13,E13,post,13.2083
sub-13,E14,pre,10.2106
sub-13,E14,post,12.1401
sub-13,E15,pre,8.7282
sub-13,E15,post,10.6555
sub-13,E16,pre,7.4822
sub-13,E16,post,13.1005
sub-13,E17,pre,8.1107
sub-13,E17,post,9.4688
sub-13,E18,pre,8.638
sub-13,E18,post,13.3698
